,Unnamed: 0,Content,Location,Retweet-Count,Favorites,Created at
99,99,"Gwaith da, @blc_jack ! This looks like such a clever way of making a really immersive experience using basic tools. Keep up the good work! 

Teachers - would you be interested in being shown how to do this? #EdTech #DigiLearn #DigitalLearning #TeacherCPD https://t.co/yjS6ISCo9z","Tramshed Tech, Cardiff, Wales",1,1,2021-03-15 13:53:07
100,100,You know already the basics of Vim and you want to get better? https://t.co/bWryl7Q6rM #Vim #NeoVim | @mdasuaje https://t.co/g3WN5cZySm #tuDigital #BocDevs #DigitalLearning #Programming #LearntoCode #LyfeLongLearning #Learn #Discover #Create #Earn #Share,Venezuela,0,2,2021-03-15 13:28:12
101,101,Fantastic example of S2 work produced whilst learning from home! 🌿🌴🦜🦎🪵 #savetherainforest #digitallearning @Royal_High_Sch (Part 1): https://t.co/LoqVlWInD8,"Edinburgh, Scotland",3,10,2021-03-15 13:26:39
102,102,How to Use JupyterLab Introductory tutorial on the use of JupyterLab. https://t.co/OQTC47FZcJ #Python #JupyterNotebooks #IPython #WebBased #Develepment #Environment | @mdasuaje https://t.co/T4CjH8SQ62 #tuDigital #BocDevs #DigitalLearning #Learntocode #Capacitación,Venezuela,1,0,2021-03-15 13:26:36
103,103,"JupyterLab is a web-based interactive development environment for Jupyter notebooks, code, and data. Try it in your browser https://t.co/ISpLXg74hm @mdasuaje #Python #NewBie #Coder #LifeLongLearning #DigitalLearning",Venezuela,1,0,2021-03-15 13:23:27
104,104,There is a wide range of #PDST Digital Technology Team supports available as you continue to on your  school's digital journey 🚀 👨‍🏫👩‍🏫 #PDST #PDSTDigTech #DigitalLearning @Education_Ire @PDST_TechinEd https://t.co/iIJt4jDPiZ,"Dublin, Ireland",19,45,2021-03-15 13:20:04
105,105,"NEXT GENERATION BLENDS:
Advanced, brain-friendly learning to address your
big issues and opportunities, curious? want to know more? Contact us https://t.co/C8mDBzxOB1 #digitallearning #nextgenblended #blendedlearning #learning","Leamington Spa, England",0,1,2021-03-15 12:58:50
106,106,"Royal Society for Public Health: investing in learner experience; interview with RSPH's Samantha King @R_S_P_H 
https://t.co/zdq9xW5nrb 
@AgyliaGroup #DigitalLearning",,0,1,2021-03-15 12:58:17
107,107,"BT Skills For Tomorrow gives you the skills to get back into work including: 

✔️Improving your online job hunting
✔️Dealing with rejection and thriving
✔️Shining in an interview 
✔️Creating your own luck

Find it free here https://t.co/ctX6sHcofu 

#DigitalLearning #DorsetJobs https://t.co/QdUqZ89ICZ",Dorset,0,0,2021-03-15 12:05:13
108,108,"AD EXTENSIONS | Digital Marketing | Google Adwords 

#Google #DigitalMarketing #DigitalLearning #RPMGDigitech https://t.co/ZmXAVXq3Wq",,0,0,2021-03-15 12:05:04
109,109,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/xO01wfa7Gb 

#DigitalLearning #JCPInStaffs https://t.co/kdU3vjOO5I","Stafford, England",0,0,2021-03-15 12:02:09
110,110,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/ti4dAoeDlu 

#DigitalLearning #JCPInDerby https://t.co/Rap4hZdFgE","Derbyshire, United Kingdom",1,1,2021-03-15 12:00:49
111,111,"Have you checked out these 8 maths resources? https://t.co/xTUaXoI1AO

#maths #digitallearning https://t.co/OA6QDN6uYj",Worldwide,0,1,2021-03-15 11:30:23
112,112,"We feel proud to announce Mr.Chethan Ram as
Drona Edu's Brand Ambassador.

#dronaedu #elearning #education #education #chethanram
#brandambassador #brand #branding #digitallearning #motivationalspeech
#onlinelearning #learning #distancelearning #teaching https://t.co/muB0qRNPcL",Bangalore,1,2,2021-03-15 11:18:30
113,113,Cloud-based VR authoring tool with xAPI capability launched - Learning News https://t.co/YlS9GI01P1 @eComScotland @eNetReality #VirtualReality #DigitalLearning,,4,3,2021-03-15 11:02:25
114,114,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/fv1mqApyAd 

#DigitalLearning https://t.co/G8yAcnaXt6","Edinburgh, Scotland",0,0,2021-03-15 11:01:28
115,115,"For us, it's getting to know WHAT you want, and more importantly WHY you need it. That way we can work along side you to create an effective, engaging product that will benefit learners!

@libasheeran @BACKonLINE1 

#DigitalLearning #Elearning #OnlineLearning https://t.co/CttVaJJf5H","Kent, England",0,0,2021-03-15 10:30:00
116,116,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/orBAyVWJlc 

#DigitalLearning https://t.co/bKNW5Vfkwn",West Scotland,2,0,2021-03-15 10:00:42
117,117,"""Infinite opportunities from infinite data."" — The motto of this year's Hannover Messe from 12 to 16 April 21. #SITRAIN is participating with exciting presentations on the virtual stage. Register for free 👉 https://t.co/rwD0KsigWw
#digitalenterpriseservices #digitallearning https://t.co/j6Q0Q7IKZY",Qatar,0,0,2021-03-15 09:46:40
118,118,"Vol 16, No 02 (2021). International Journal of Emerging Technologies in Learning (iJET) https://t.co/xRh8aR3Vzd #elearning #onlinelearning #remotelearning #MOOC #LMS #digitaltransformation #digitallearning #competences #pedagogy #pedagogía #pedagogie #VirtualLAB #TIC #EDtech https://t.co/bAQeojfkvm",Sevilla,2,0,2021-03-15 09:40:04
119,119,"#AI4Belgium Week - starting today - with several targeted sessions (FR, NL &amp; EN) on #education &amp; #skills during the week

@OpenKnowledgeBE @EDWEVub @brussels_ai @women_in_ai @NLAICoalitie @ALLAI_EU @RRITools @aire_master #DigitalLearning #Edtech #AIed https://t.co/wO5xLSLF69 https://t.co/NUyexvESAD",Brussels,3,1,2021-03-15 09:18:45
120,120,"""Infinite opportunities from infinite data."" — The motto of this year's Hannover Messe from 12 to 16 April 21. #SITRAIN is participating with exciting presentations on the virtual stage. Register for free 👉 https://t.co/45cAQI6ZmH
#digitalenterpriseservices #digitallearning https://t.co/9rY4MNHs7w","Leuven, Belgium",0,0,2021-03-15 09:18:08
121,121,"Learn coding through playing..👦🏻

Don't miss out this impactful workshop . DM us for any query. 😊
Find out more about our programs. 📲 +91-9937175522

#pythonprogramming #digitallearning #kidscancode #learnprogramming #codingforkids  #onlinecodingcourse
#onlinelearning https://t.co/w54aiRkrOT",,4,5,2021-03-15 09:16:46
122,122,Orgs acknowledge that shift to #digitallearning must be a mid-to-long-term strategic goal as pandemic effects will loom long into the decade. See #NelsonHall’s market analysis of the #learningservices market by @NikkiE_NH for more: https://t.co/hYi2pJUvBM #HR #HRO https://t.co/pyOoX8L9Bp,Global,0,0,2021-03-15 09:15:39
123,123,"Effective training starts with bringing learning closer to an employees' point of need. 👏🏻 There's no question that, moving forward, #digitallearning will be the mode of choice for many companies' L&amp;D. 🖥 https://t.co/U6zIyZHnfJ","Geneva, Switzerland",0,1,2021-03-15 09:12:07
124,124,"Head of Digital &amp; Academic Skills - in this new strategic role, you will place inclusivity, digital &amp; academic skills at the heart of our student's success. Discover more https://t.co/BTgaE9MCon  #inclusiveleadership #academicskills #digitallearning https://t.co/PtHbCCC5Jb",Swindon,1,0,2021-03-15 08:52:43
125,125,How to Implement Educational Technology in the Modern Classroom https://t.co/VN4K8dB9pV #digitallearning #edapps #edtech #elearning #kidsdeserveit #mlearning #motivation,,1,0,2021-03-15 07:42:15
126,126,How to Incorporate Digital Assessments in the Classroom Easily https://t.co/dAhuDlcQWp #breakingthecycleoflowtestscores #classroomassessment #digitallearning #edapps #edtech #k12 #mlearning,,2,0,2021-03-15 07:42:15
127,127,"We successfully improve driver behaviour, reducing speeding offences, poor driving habits and minimising risk, making the roads safer for everyone on them.  👏
#safedriver #fleetmanagementsystem #digitallearning https://t.co/Mm7SPLOuZc","Derby, UK",0,0,2021-03-15 07:00:12
128,128,"𝐀𝐫𝐭𝐢𝐟𝐢𝐜𝐢𝐚𝐥 𝐈𝐧𝐭𝐞𝐥𝐥𝐢𝐠𝐞𝐧𝐜𝐞 𝐎𝐧𝐥𝐢𝐧𝐞 𝐂𝐨𝐮𝐫𝐬𝐞

𝗘𝗻𝗿𝗼𝗹𝗹 𝗡𝗼𝘄: https://t.co/H8ZsY6yZTV
✔ On-demand 
✔ 95% Off
✔ Certificate
Offer for a limited time.
#digitallearning #artificialintelligence #Onlinecourse #technology #Onlineeducation #easyshiksha https://t.co/m61G6bRrNR",India,1,0,2021-03-15 06:26:30
129,129,"Get comprehensive insights into why ready-to-use #elearning courses are a must-have for all organizations across industries.

Download EBook to learn more https://t.co/eEfNMfgGvl

#DigitalLearningLibraries #DigitalLearning #LearningandDevelopment #OnlineContentLibraries #Plethora https://t.co/arCPnyYyqM",,0,0,2021-03-15 05:54:43
130,130,Virtual learning should not replicate traditional classrooms. #digitallearning https://t.co/cWes1z6xj5,Sophia Antipolis Technopole,0,0,2021-03-15 05:14:58
131,131,"Tesseract Learning is proud to announce its recognition as a Smartchoice® Preferred Solution Provider by Brandon Hall Group

https://t.co/1mNSVNbui2

#eLearning #DigitalLearning #learninganddevelopment #traininganddevelopment #elearningcompany #employeetraining #corporatetraining","Bengaluru, India",0,0,2021-03-15 05:05:48
132,132,"Move your EXAMS ONLINE to an advanced Proctoring platform with Tieke Connect! Please reach us at, 9840055440 | https://t.co/GrkdoFWVmn
#tieke #tiekeconnect #Tiekecommunity #tieke_education #onlineexams #examsonline #onlineeducation #learning #digitallearning #digitalindia https://t.co/hgi4lwmTue","Chennai, India",0,2,2021-03-15 04:35:36
133,133,"Only 9 Days left to go to #EduTECHPhil. Are you ready? Get your Free tickets now &amp; hear from 120+ education leaders from across the Philippines. Register here https://t.co/AODlqswwvZ

#K12 #HigherEducation #education #smartcampus #smartschools #digitallearning #blendedlearning https://t.co/X2Jruwmi2a",Singapore,0,0,2021-03-15 03:55:20
134,134,"We are delighted for Mind Tools from Emerald Works to be confirmed as a ‘Core Leader’ in this year’s Fosway 2021 9-Grid™ for Digital Learning.

#DigitalLearning #Fosway9Grid #eLearning #LearningTechnologies https://t.co/6Fi56q6Sec","Edinburgh, Scotland",0,3,2021-03-15 01:00:00
135,135,"We are proud of our parent company @LTGplc for reinforcing our position as a strategic leader in #digital learning in 2021 @fosway Group 9-Grid™. 👏
Read all about it here: https://t.co/LfbZSLy7FA

#award #strategic #digitallearning #onlinelearning #elearning","Melbourne, Australia",1,2,2021-03-15 00:06:59
136,136,"Do you want to conduct #CorporateTraining in a cost-efficient and easily auditable way? Find out how you can produce online and multimedia programs for #HSE and #LnD purposes for your corporation at https://t.co/L0PHLmXEcr 

#eLearning #DigitalLearning https://t.co/NmlQZ4KvGp","Subiaco, Perth",0,2,2021-03-15 00:05:03
137,137,"Vol 16, No 05 (2020). International Journal of Online and Biomedical Engineering (iJOE) https://t.co/k2Aw0NkW88 #elearning #biomedical #onlinelearning #digitalLearning #lab #laboratorios #digitaltransformation #EDreform #digital #TIC #tecnología #tech #EDtech https://t.co/TEBm7RmjP3",Sevilla,0,0,2021-03-14 20:00:47
138,138,"BT Skills For Tomorrow gives you the skills to get back into work including: 

✔️Improving your online job hunting
✔️Dealing with rejection and thriving
✔️Shining in an interview 
✔️Creating your own luck

Find it all for free here https://t.co/VJeN6TY5Px 

#DigitalLearning https://t.co/sHKFBPuZ2v","North London, England",0,1,2021-03-14 20:00:30
139,139,"Data Convergence @Digital Transformation, Industry 4.0 and Emerging Technologies

#365daysdcpoll #day65

#digitallearning #learningdesign #elearningdevelopment #learninganddevelopment #learningsolutions #learninganalytics #elearning #microlearning #datac…https://t.co/JpMJW01RZM",USA,0,0,2021-03-14 19:27:22
140,140,"Thank You @ThingLink_EDU who have given me 5000 views for free! Much appreciated! My pupils Csn now enjoy their topic, homework led thinglinks without any hiccups! #digitallearning",glasgow ,0,3,2021-03-14 18:02:19
141,141,"Announcing our professional intranet certificate in planning. Learn intranet strategy, information architecture and deployment and gain our exclusive certificate. Spaces are limited, so register to secure your place! https://t.co/pIuUlYTjC6 #Intranets #DigitalLearning https://t.co/yfKX5uqMDn","Newbury, United Kingdom",0,0,2021-03-14 16:50:04
142,142,"LABRIGHT CHEMISTRY: Face-to-Face, Virtual or Hybrid Lab Solution
LEARN MORE... https://t.co/aYITxP6pf6
#labs #digitallearning #elearning #onlinelearning #education #learning #edtech #distancelearning #school #covid #teachingtips #virtuallearning #chemistry https://t.co/D9yJnEB8ta","Cincinnati, Ohio",1,0,2021-03-14 16:45:27
143,143,"@jourde @yannhoury Agreed, I actually just listened to this episode of the @EdtechFrance podcast with @anne_monneret and @yannhoury yesterday :-) #foodforthought &amp; humorous in discussing &amp; navigating #digitallearning &amp; #edtech (&amp; also a little google education vs @LaFrenchTech 'rivalry')",Brussels,0,3,2021-03-14 16:02:24
144,144,"Grow your digital skills at home with Google Digital Garage!

Access FREE live training, delivered by expert trainers, designed to help you jump-start your career, develop new skills or grow your business. 

Find out more here: https://t.co/In9MXxwsLy  

#DigitalLearning https://t.co/xxymsKgRwM","Wales, United Kingdom",0,0,2021-03-14 16:01:31
145,145,Why Emergency Online Learning Got Low Grades From Many College Students #digitallearning #highered https://t.co/HHz6RYVyXc,"Portland, OR",2,2,2021-03-14 15:44:00
146,146,Ultimate Mote-ivation! #MoteAmbassador #MoteCE #Mote #typeless #talkmore #feedback #Googleintegrated #GoogleClassroom #GoolgeSlides #GoogleDocs #DigitalLearning #edutech #achievement #goals @justmoteHQ @GoogleForEdu https://t.co/ZlJ3q7jTEb,,0,15,2021-03-14 15:28:14
