,Content,Location,Retweet-Count,Favorites,Created at
305,"Are you looking to improve your Graphic designing skills &amp; want to achieve excellence in designing !!
Join Elearners to polish your creativity &amp; develop professionalism with our Expert graphic designers.
#digitallearning #graphicdesign #learngraphicdesign #creativity #becreative https://t.co/Ey9S9oaYFm","Rawalpindi, Pakistan",0,0,2021-03-11 12:56:01
306,"Maturity is a measurement of the ability of an organization for continuous improvement in a particular discipline. The effect of the digital era on traditional maturity models is a real game changer. Learn more: https://t.co/zaF5DQzJwC 
#digitallearning #elearningevaluation",United States,1,3,2021-03-11 12:50:04
307,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/NTfpVb0Wi1 

#DigitalLearning
#BrumTweets https://t.co/mo1Nr9eYX4","Birmingham, UK",0,0,2021-03-11 12:30:29
308,"Great opportunity to join the growing @UAL #DigitalLearning team. New role, Head of Digital Delivery at @csm_news working with @ComoSilke @jamdsf123 Closes 7/4/21 £53k+ https://t.co/5kPop9MllO #altc",London,3,5,2021-03-11 12:13:22
309,"Using TikTok to summarise key Marketing concepts for my 5th year Business class today 

Username:clong9667 

#Lc2021 #digitallearning #onlinelearning https://t.co/otapwrM64E",Hogwarts,0,1,2021-03-11 12:05:45
310,"Building an assessment tool from scratch? What is the most important question it should answer?

#assessmenttool #onlineassessment #digitalliteracy #digitallearning #learninggaps #learninginnovation #learningtechnologies #learningenvironment","New York, NY",0,1,2021-03-11 11:16:48
311,"Our FREE #LXDcourse will help you to identify which of the 30+ forms of digital learning are right for your audience and project, sign up today! https://t.co/zcgjDOohEZ #LXD #Learning #Learningcommunity #Digitallearning","Leamington Spa, England",0,0,2021-03-11 11:15:53
312,"Are you ready to learn something new? 

With Google #digitalgarage you can access FREE training designed to help you develop new skills - all from your own home! 

What will you learn today? https://t.co/H6ewiIQeCi 

#DigitalLearning https://t.co/iE1Yxa6K1S",Wiltshire,0,0,2021-03-11 11:05:07
313,"learning is a change in behavior as a result of experience.
A true teacher gives that experience and makes a difference with students.

https://t.co/uTvfKoueHD

#digitallearning #elearning #educhat #virtuallearning 
#teacher #classroom #edtech https://t.co/uU51HKtizd","Bengaluru, India",0,0,2021-03-11 11:00:06
314,"How Trainline reshaped their employee onboarding experience from a one-time event to a 90 day experience.

https://t.co/GQbh7SJVRB

#learning #learninganddevelopment #automation #digitallearning #traininganddevelopment #workplacelearning #elearning #lms #onlinelearning",London,1,6,2021-03-11 10:38:39
315,How to Use JupyterLab Introductory tutorial on the use of JupyterLab. https://t.co/OQTC47FZcJ #Python #JupyterNotebooks #IPython #WebBased #Develepment #Environment | @mdasuaje https://t.co/T4CjH8SQ62 #tuDigital #BocDevs #DigitalLearning #Learntocode #Capacitación,Venezuela,2,0,2021-03-11 10:33:58
316,Excited to participate on Classic 263 radio at the UNICEF Zimbabwe Learning passport launch today  @unicefzimbabwe @microsoft #digitallearning @HigherLifeFDN https://t.co/oQj0D21mtB,Harare,1,23,2021-03-11 10:21:12
317,"By: Katherine Miller

@PlayBlooket is an amazing new trivia game! Learn all about how to introduce this feature-rich game to your class!

Read here --&gt; https://t.co/yx4ZWn0XTW

#blooket #studentengagement #virtualeducation #edtech #digitallearning #onlineeducation #learningisfun https://t.co/XOWvL7p0SO","Melbourne, Australia",0,0,2021-03-11 10:09:03
318,"Learn English with Burka Avenger English Learning App. Head over to Google Play and App Store to download the App or log on to https://t.co/ND5UjxgCnc.

#burkaavenger #burkaavengerapp #englishlearning #digitallearning #distancelearning https://t.co/7lhV3MjTpT",,2,4,2021-03-11 10:00:00
319,"#offre #emploi #digitallearning #experience #Manager #CDD #9mois #Paris  #LMS #CornerstoneOnDemand #suiteOffice #Excel #Teams #PowerBI #Anglais #gestion #projet #Mobile #Learning
Group Digital Learning Experience Manager H/F 

SUEZ France
Paris
formation…https://t.co/qTaVCHI2HK","France, Rhône",1,0,2021-03-11 09:37:50
320,"Online courses given by WeLearn

#elearning #eschooling #digitallearning #digitalschool #syrianrefugees #التعليم #التعليم_عن_بعد #benefits #lebanon #success #future #onlineclasses #Beirut #learning #education #flexible #Syrian #ecofriendly #math #english #arabic #science https://t.co/ucruHXPHqd",,0,0,2021-03-11 09:07:01
321,"Finding and applying for jobs can be tough, but learning how to search and apply for jobs online will make the process much easier and open up more opportunities for you. 

Improve your digital skills with these FREE online courses https://t.co/cwyGBoHVKG 

#DigitalLearning https://t.co/8qXh1nOEM5",United Kingdom,0,0,2021-03-11 09:01:02
322,"Post COVID, children have had so many digital tools to choose to engage with. How are teachers trying to keep their students engaged?

Thank you @aakankshat @sherinapoyyail 

https://t.co/8SujpL00dD

@ReSet_Everyday 

#ReimaginingEducation #Digitallearning #Learninginthepandemic",India,2,2,2021-03-11 08:39:03
323,"Netex continues to feature as a Solid Performer for 3rd year running in the @Fosway 9-Grid™ for #LearningSystems!

Netex also keeps moving up in the Fosway 9-Grid™ for #DigitalLearning, featuring as Core Leader for the 1st time.

Kudos, #NetexTeam! 👏🚀
https://t.co/YAOyCZP8cf",,0,1,2021-03-11 08:11:43
324,"⭐The second instalment of our Next Level Learning webinar series takes place today with @Bordbia at 12pm GMT⭐ 

Don’t miss it, register now https://t.co/TfI97fWpbX

#elearning #webinar #digitallearning https://t.co/FD0AUj9jN9",,1,2,2021-03-11 08:10:03
325,"Due to the #FMCG sector's fast-paced nature, multinational company structures and lack of time to train, upskilling a workforce has never been smooth sailing. However, #digitallearning has shown to be a key contributor in tackling these industry problems ➡️https://t.co/Z7ynz2kYV7","Cape Town, South Africa",1,0,2021-03-11 07:09:56
326,"A good example on regional cooperation to enhance #Inclusion in #HigherEducation - shared by Ulf Ehlers @uehlers during the #ARC8 expert discussion on Inclusion in #DigitalLearning and #Teaching

Read about InclusiPHE here: https://t.co/VKSmryMj3x

@EURASHE @ESUtwt @EUErasmusPlus https://t.co/NbHAxiU6x8",Singapore,2,5,2021-03-11 07:00:46
327,".@imaginXP announced the acquisition of #edtech #startup @NoesisLearning with a #technology platform that enables a robust #digitallearning environment.
https://t.co/9XYeyw0yfJ","New Delhi, India",0,0,2021-03-11 06:00:13
328,"Stop being afraid of what could go wrong, and start being excited about what could go right #udemy #onlinecourses #DigitalLearning #WhatDoYouBelieveIn","Johannesburg, South Africa",0,0,2021-03-11 05:30:00
329,"Good Morning All! Throwback To Last Thursday Studies📕

#goodmorning #morning #thursdaymorning #throwback #onlinelearnig #digitallearning #schoolmanagementsoftware #sweedu #sweeduerp https://t.co/lP8ccPRASm","Gujarat, India",0,1,2021-03-11 05:18:39
330,"Virtual Reality (VR) learning has become an avenue to be explored with passion.
Let’s take a look at how the applications of VR can enrich the teaching and learning experience:

Read Here: https://t.co/FHyDf9V0bG

#virtuallearning #virtualreality #digitallearning #schools https://t.co/viuLrs0WwX","Bengaluru, India",4,2,2021-03-11 04:30:39
331,"Tune in tomorrow as we discuss how #COVID19 has affected us socially, and we consider the challenges of #DigitalLearning during the past year. Check it out at 9 AM (CT)!","Houston, TX",0,2,2021-03-11 02:58:57
332,When you try to engage your students and get more clicks on your daily learning plans by adding your cute doggos. 🐕🐶🐾 #digitallearning #googleslides #cutedogs #edtech https://t.co/qzrMQKJb8m,,1,3,2021-03-11 01:07:32
333,"Like its peers in the digital curriculum market, Newsela has its sights set on beating textbooks. #digitallearning #edtechchat https://t.co/u8RVCAu99k","Portland, OR",1,3,2021-03-11 01:01:02
334,"""Your digital activity could make you lose your job."" #highered #digitallearning https://t.co/cZy9V9zJVO","Portland, OR",1,1,2021-03-11 00:11:04
335,Fantastic free education resource for schools and individuals #DigitalLearning https://t.co/sMGSOB21S2,,0,0,2021-03-10 22:55:15
336,"The year 2020 had a lasting impact on the skilled trades and how they are practiced. Our latest blog post explores our key takeaways on how training has changed from the pandemic. https://t.co/b3PwmnW2AB

#skilledtradestraining #digitallearning #techtraining #skilledtrades","Austin, TX",0,0,2021-03-10 22:49:09
337,"===

""Women in EdTech"" LinkedIn group is here:
https://t.co/ZfvF7cWu7X

#edtechchat #edtech #digitallearning #homeschooling #futurist #education #venturecapital #startups #funding #angels #entrepreneurs #pitch #startupecosystem #startupfounders #startup…https://t.co/E1Pj9NbJ5o","London, England",2,0,2021-03-10 22:48:43
338,"Testing new digital platforms is time consuming. If you are considering a new authoring platform to create learning content for your organisation, VidVersity offers free monthly workshops where you can create and deliver a test course for your organisation. #digitallearning https://t.co/FPBnruRcSZ","Melbourne, Victoria",0,0,2021-03-10 22:44:04
339,"Today we learned all about Amelia Earhart. After reading we made paper airplanes! We even had a special pilot join in on the fun! Thanks Officer Navarro @CannellaElem @WeAreHAEST #pandemicteacherdiaries #confessionsofafirstgradeteacher
#digitallearning  #firstgrade #simultaneous https://t.co/sLwKJBZFYS","Carrollwood, FL",1,6,2021-03-10 22:26:38
340,Learn how #DigitalLearning can boost success for your business. Cell-Media's customised learning programs use the latest #Technology to facilitate #employeelearning in an engaging way. Read more about our solutions across industries at https://t.co/7qwUlsypnz https://t.co/paqAb7VwhG,"Subiaco, Perth",0,1,2021-03-10 22:15:04
341,"Couldn’t agree more – #Digitallearning is more than just an e-module. For an #l&amp;d strategy to succeed, leaders must experiment with different digital formats as well as adopt new ways of microlearning. “Agility is rooted in human skills”
https://t.co/zdt2NeIWs1 https://t.co/JT8cKro2pg",Australia,0,1,2021-03-10 21:20:03
342,"The WCET WCET's 33rd Annual Meeting Call for Proposals is NOW OPEN!

This year's AM will blend the policy and practice of digital learning in a one-day virtual event.

Learn more and submit to present (CFP closes 4/9): https://t.co/FfFWNDXxg6

#WCET2021 #highered #DigitalLearning","Boulder, Colorado",1,0,2021-03-10 21:13:00
343,P3 had their first go with the Spheros today! They absolutely loved them! #coding #stem #digitallearning https://t.co/ZOF9mV2x4W,Glasgow,0,11,2021-03-10 20:41:10
344,"At a time when demand for #digitallearning is booming, it’s thrilling to see Skillsoft move into the ""Strategic Leader"" category in Fosway's 9-Grid for Digital Learning. #learning https://t.co/iuGRh2bWDP",,0,0,2021-03-10 20:04:45
345,Mrs W and Mrs C loved sharing our digital journey at the #AppleDistinguishedSchool showcase webinar tonight. It’s amazing how @AppleEDU has transformed our school and we love sharing our top tips. #digitallearning #onlinecommunity #transformyourteaching #justask https://t.co/cObjlH5mXS,"Dalton in Furness, Cumbria",1,9,2021-03-10 19:38:08
346,"Face-to-Face, Virtual, or Hybrid Labs – Which One's Best?
VIEW TIPS... https://t.co/u9JAskVb8h
#labs #digitallearning #elearning #onlinelearning #education #learning #edtech #distancelearning #school #covid #teachingtips #virtuallearning https://t.co/g4ZBAxbheY","Cincinnati, Ohio",0,0,2021-03-10 19:31:32
347,"How to improve speaking in some easy steps?
Read full article from Ardita Bazelli👇 :
https://t.co/y0tfre8R5s
...
#diaspora #ieltspreparation #businessenglish #elearning #technology #education #digitallearning
https://t.co/y0tfre8R5s",Albania,0,2,2021-03-10 19:19:52
348,Mental math with three and two-digit subtraction. My students are blowing me away with these #numbertalks! @gregtangmath we're still shifting tens and hundreds! #secondgrade #DigitalLearning #Mathematicians #mathematics @ClarkCreekSTEM @CherokeeSchools @NGaRESA @DrHeadCCSDMath https://t.co/0BQm2uRtFn,"Georgia, USA",2,19,2021-03-10 19:13:25
349,"Have you heard of the #LloydsBankAcademy ? 

It is full of tips to help you in your employment journey – speak to your JCP Work Coach for more information, or visit https://t.co/QS9HOLVf5Q 

#DigitalLearning #BathJobs #BristolJobs https://t.co/GbI77AsGKL",Bristol,1,0,2021-03-10 19:05:11
350,"BT Skills For Tomorrow gives you the skills to get back into work including: 

✔️Improving your online job hunting
✔️Dealing with rejection and thriving
✔️Shining in an interview 
✔️Creating your own luck

Find it all for free here https://t.co/XWuUg738eF 

#DigitalLearning https://t.co/ldZ0FGrXc0","London, England",0,0,2021-03-10 19:00:55
351,"IBM #OpenPTECH has lots of teacher toolkits and lesson plans not just for tech skills but also to help your students learn about sustainability, gain professional and creative skills and more! Just like this one here. #Sustainability #DigitalLearning #edtech @PTECHIreland https://t.co/F2dxhLcfKs",Dublin / Mayo,2,9,2021-03-10 18:20:11
352,"Anyone else making the backyard the office/classroom today? 🌞👩‍💻 

Grab your #ThinkPad and enjoy some spring rays! #wfh #digitallearning #dogsofmn #techdogs #teachertwitter #edtech https://t.co/6yDIKgG9DS","Saint Paul, MN",1,5,2021-03-10 18:17:50
353,How to Use JupyterLab Introductory tutorial on the use of JupyterLab. https://t.co/OQTC47FZcJ #Python #JupyterNotebooks #IPython #WebBased #Develepment #Environment | @mdasuaje https://t.co/T4CjH8SQ62 #tuDigital #BocDevs #DigitalLearning #Learntocode #Capacitación,Venezuela,0,0,2021-03-10 18:02:16
354,"Open to WCET members - 
A WCET Closer Conversation Mentoring Women in #DigitalLearning 3/26

#Mentoring is essential to our professional growth - how can we use new tech to make mentoring better, specifically for #womenintech?

#ChooseToChallenge #IWD2021

https://t.co/bS8xy6hsuA https://t.co/NrPcvXKvYL","Boulder, Colorado",7,6,2021-03-10 17:53:00
355,Does anyone know if this is possible? @usekamiapp @SchoologyWA @Schoology @PhilipPulley @Cohens_Class @MrMattCampbell @CyFairEdTech @ReedEdTech @BISDwiredTeam @lisdtechtips @TCCAConf @KleinDigiLearn  #Kamiforschools #edtech #edutwitter #k12 #remotelearning #digitallearning https://t.co/zzfbPQn8ZK,🌌 Milky Way,0,0,2021-03-10 17:39:07
356,Hans Appel drops some golden nuggets of wisdom on the LinkedUpPodcast.https://t.co/GXedsLSL7u #leadership #mentalhealth #diversity #learningforward #digitallearning #futureready #selfcare #wellbeing #virtualeducation #culturalrelevancy https://t.co/mEyttPOe9S,"Kansas, USA",0,2,2021-03-10 17:37:51
357,Check out Binogi's new app at the App Store and Google Play #engagement #DigitalLearning #LearningForAll https://t.co/3xOP5PNhzM,,0,0,2021-03-10 17:31:51
358,Hans Appel drops some golden nuggets of wisdom on the LinkedUpPodcast.https://t.co/GXedsLSL7u #leadership #mentalhealth #diversity #learningforward #digitallearning #futureready #selfcare #wellbeing #virtualeducation #culturalrelevancy https://t.co/fl9Q9KzhcJ,"Kansas, USA",1,5,2021-03-10 17:24:33
359,"IBM Launches Open P-TECH in Ireland, a free digital educational platform for schools and colleges. https://t.co/i0rMC3bDSs @PTECHIreland @IBMUKI #DigitalLearning #edtech https://t.co/fc3VVbaSMQ",Dublin / Mayo,5,28,2021-03-10 16:42:55
360,How to Implement Educational Technology in the Modern Classroom https://t.co/VN4K8dB9pV #digitallearning #edapps #edtech #elearning #kidsdeserveit #mlearning #motivation,,0,0,2021-03-10 16:28:49
361,How to Incorporate Digital Assessments in the Classroom Easily https://t.co/dAhuDlcQWp #breakingthecycleoflowtestscores #classroomassessment #digitallearning #edapps #edtech #k12 #mlearning,,0,0,2021-03-10 16:28:48
362,"😶 .... slow.👏 hand.👏 clap.👏
.
.
#edtechtive #edtech #onlinelearning #onlineeducation #teachertech #educationaltechnology #teachertechnology #instructionaltechnology #adulteducation #adultlearning  #elearning #learning4all #study #covid  #digitallearning #memes #MEMEWEDNESDAY https://t.co/uJZTWc5bcv","Cheyenne, WY",1,3,2021-03-10 16:26:21
363,"We've just heard live from HfL's Maths adviser Nicola Adams with some amazing insights into quizzes! Watch on demand by registering FREE: https://t.co/31DwsypKaL
#teaching #maths #digitallearning #Edtech https://t.co/6iRPjf22ne","Hertfordshire, UK",1,4,2021-03-10 16:19:16
364,"It’s British Science Week, we empower the young people of today to become the scientists of tomorrow. See what globally recognised #GCSE &amp; #ALevel qualifications we offer - https://t.co/P0VyhXfFkm 

 #Digitallearning #Homeschooling  #Remotelearning  #BSW21",,0,0,2021-03-10 16:12:42
365,"Yes! We love @padlet too, @bluknow! Great collaborating tool, in person or virtually, with students or adults. #edtech #edtechchat #DigitalLearning https://t.co/JO7jIiSa3V","Dallas, TX",0,1,2021-03-10 16:11:44
366,Logicearth has moved up to being a 'Core Challenger' in this year's Fosway Group 9-Grid for #DigitalLearning - here are my thoughts on why: https://t.co/TgJMUt5YNl,Ireland and beyond,0,0,2021-03-10 16:00:49
367,"Interactive virtual learning–pandemic stopgap, or here to stay? https://t.co/PkagnpVvQr #remotelearning #digitallearning #edchat","Houston, Texas",0,0,2021-03-10 15:43:00
368,Congratulations to the Sequoyah Zone DL Students of the Month for March! So proud of all of these students’ continued efforts in their digital classrooms! #ccsdunited #onechief #digitallearning https://t.co/YZto8d3trK,"Woodstock, GA",0,3,2021-03-10 15:41:33
369,"There's still time to join this free live webinar which starts in a few minutes, follow the link to book a place now. 

https://t.co/w8Kb4mOPwJ

#DigitalLearning #EdTech #TeacherTwitter https://t.co/BgDFKJiz0j","Stevenage, Hertfordshire, UK",2,1,2021-03-10 15:35:37
370,"Incorporating Storytelling into Your eLearning with @HadiyaNuriddin

Read about this episode and view the recording here: https://t.co/Vy5fFVHrQH

#eLearning #DigitalLearning #Learninganddevelopment #Training #Employeetraining #Corporatetraining  #Instructionaldesign #IDIODC #e…","Arizona, USA",0,0,2021-03-10 15:20:17
371,"BT Skills For Tomorrow gives you the skills to get back into work including: 

✔️Improving your online job hunting
✔️Dealing with rejection and thriving
✔️Shining in an interview 
✔️Creating your own luck

Find it all for free here https://t.co/dvj21WgZ0Z 

#DigitalLearning https://t.co/EXNbxBDxDv","Northampton, England, UK",0,0,2021-03-10 15:02:30
372,"Without solutions, we can't make positive change. These solutions for a national broadband agenda are critical if we want to see the #digitaldivide close for good! Share and speak up! #Connection #DigitalLearning https://t.co/pGSgtcgdDN","Cleveland, Ohio",0,0,2021-03-10 15:01:45
373,"Are you ready to learn something new? 

With Google #digitalgarage you can access FREE training designed to help you develop new skills - all from your own home! 

What will you learn today? https://t.co/LsypCuk6C5 

#DigitalLearning https://t.co/HTyc5S25Cg",Hampshire,0,1,2021-03-10 15:01:44
374,"Are you an #EdTech startup? Want to network, be seen &amp; heard by national #digitallearning leaders in all 50 states? Apply for our Emerging Partners Program before 4/30 deadline. https://t.co/PjV1MJmpZe https://t.co/FhulWrvNgr","Washington, DC",1,4,2021-03-10 15:00:39
375,"Why do we love @padlet?
We love a digital tool that helps learners connect and share ideas!  

Read more in our #Loravore Learning Resource: https://t.co/Y0cycibql5

#edtech #digitallearning #edchat  #teachertwitter https://t.co/1xu3fCnZZe","Savannah, GA",0,1,2021-03-10 14:57:03
376,"Incorporating Storytelling into Your eLearning with @HadiyaNuriddin

Read about this episode and view the recording here: https://t.co/NLLSfaQhap

#eLearning #DigitalLearning #Learninganddevelopment #Training #Employeetraining #Corporatetraining  #Instructionaldesign #IDIODC","Ottawa, Canada",1,2,2021-03-10 14:40:44
377,"Incorporating Storytelling into Your eLearning with @HadiyaNuriddin

Read about this episode and view the recording here: https://t.co/pdSWvCmP67

#eLearning #DigitalLearning #Learninganddevelopment #Training #Employeetraining #Corporatetraining  #Instructionaldesign #IDIODC",,0,5,2021-03-10 14:40:00
378,"Nxt #WCETWebcast in partnership w/ @oneheglobal: 
Alternative Assessments in #DigitalLearning in #HigherEducation - 3/23

Speakers: @chieadachi @Deakin, David Hubert @SaltLakeCC, @SteveJoordens  @UofT

Modorator: Janelle Elias @RioSaladoOnline 

https://t.co/gVQhbiWSMN https://t.co/OVI8ViKx4E","Boulder, Colorado",0,6,2021-03-10 14:38:00
379,"#IESTestPrep gives students the chance to link up online in groups of 3 to 10 for discussion, preparation, and to share notes. More information and bookings are available here: https://t.co/MTZvFvSU9i #learnfromhome #digitallearning #groupwork #grouplessonsonline #SATonline https://t.co/NcSE9WctwX","Metuchen, NJ & New York, NY",0,0,2021-03-10 14:37:02
380,"Did you know that Google has a voice typing tool on Google Docs and Slides? Learn how you and your students can use this tool in our new Youtube Video, available now!
.
.
.
.
#CFBISDDLS #DigitalLearning #GoogleTips #VoiceTyping #EdTech https://t.co/koodpaImrQ",Texas,1,2,2021-03-10 14:31:14
381,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/7P6POk0FJU 

#DigitalLearning
#WorcesterTweets https://t.co/mIuQFyqjm9",Worcestershire UK,0,0,2021-03-10 14:30:34
382,"Scenario-Based #eLearningExample: #Personalization without Programming

https://t.co/07OXUjsuzE

#eLearning #DigitalLearning #Scenariobasedlearning #LearningandDevelopment #TrainingandDevelopment #eLearningAuthoring ##eLearningAuthoringtool #authoringtool","Ottawa, Canada",1,0,2021-03-10 14:02:48
383,"This platform is the one that can help you to handle all your school management works digitally.

For more details,
Visit us @ https://t.co/YrzW63rRZ5

#DigiSchool #StayConnected #DigitalLearning #teaching #coaching #education #learn #learning #learningispower https://t.co/4tDZEi4Abr","Texas, USA",0,0,2021-03-10 13:51:25
384,"The @speexx experts have compiled the top #digitallearning trends you need to stay on top of this year and make the most out of your #digital #learning experience.

Download this #infographic and find out more! https://t.co/gaiBjULGVU

#SpeexxIsTheNewNormal #DigitalTransformation https://t.co/hyYxJhTmyn",,3,2,2021-03-10 13:48:41
385,My version of #colorslides @MsMcKenzieHorn.  App smashing @Zoom @flippitynet and @GoogleForEdu to create collaborative workspaces in #science. #digitallearning #chemistry https://t.co/eCkngy8tsq,Pennsylvania,0,9,2021-03-10 13:48:12
386,"Join our quickly growing team as a Senior Instructional Designer. 

More information below ⬇️

https://t.co/srgJKPwBuY

#digitallearning #digitalcareers #nhsjobs @MaudsleyNHS https://t.co/oDE68zKZIz","London, England",0,1,2021-03-10 13:38:17
387,Have you visited our JA Campus yet? 🙋 It's a great platform with so much content for the students in your life! The best part...it's FREE! Visit https://t.co/76nrZpQiOD today! #weareJANB #newbrunswick #juniorachievement #studentlearning #entrepreneurship #digitallearning https://t.co/yRRsaiz892,New Brunswick,0,0,2021-03-10 13:27:25
388,Agylia delivers new online learning platform to support the Royal Society for Public Health - Learning News https://t.co/EIe9D5Lb1F @AgyliaGroup @R_S_P_H #LMS #DigitalLearning,,3,5,2021-03-10 13:23:16
389,Creating Responsive eLearning With FRED. Amit Garg @GargAmit100 y Geera Bellarte @UpsideLearning https://t.co/4OQALse43H #elearning #onlinelearning #mlearning #blearning #digitallearning #education #EDtech #TIC #educación #EDreform #remotelearning #responsibeeLEarning https://t.co/4uwiJyPV7e,Sevilla,0,1,2021-03-10 13:20:06
390,"What is Storyals? Ever wondered what we really do, and why we feel so strong about #digitalleadership and adoption? In a few short videos we tried to put into words what makes #Storyals so special. Here is the 1st one!

#DigitalLearning #DigitalTransformation #Microsoft365 https://t.co/p3nZKiT0C6","Dubai, United Arab Emirates",0,0,2021-03-10 13:13:33
391,"Not long left to apply to join our team as a Digital Learning and LMS Developer.

Read more below ⬇️

https://t.co/lxn5be788j

#digitallearning #nhsjobs 
@MaudsleyNHS https://t.co/peARZPvJBT","London, England",0,1,2021-03-10 13:11:11
392,"Our team supporting @MichaelBarber9's digital learning and teaching review have written for the @timeshighered Campus on the report's recommendations 👇
https://t.co/YBkSMrjmya

Read the #DigitalReview report: https://t.co/rsWLoD0T33

#DigitalLearning #teaching #university","Bristol, England",3,1,2021-03-10 13:10:57
393,Closing Mon 15 Mar. Want to join us in creating awesome digital learning experiences @maudsleylearn Apply today 🚀#eLearning #digitallearning #LMS #learning #digital #developer #edtech #jobopportunity #education #totara #moodle  https://t.co/w542HAAuk2,UK,2,6,2021-03-10 13:08:51
394,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/DAWKhsCCzD 

#DigitalLearning https://t.co/gbdQO3BiYR",United Kingdom,0,0,2021-03-10 13:02:11
395,"Teachers &amp; education advocates, come join us for the #TeacherTechSummit &amp; learn from inspirational teachers - it’s free! 😍

#EduTwitter #EdTech #TeacherTwitter #DigitalLearning #OnlineLearning #OnlineAssessment #SDGWomen #TeachSDGs #TeacherSquad #T4Conf https://t.co/iKj9EBrDbY",OD&PL University of Leeds,5,13,2021-03-10 12:57:37
396,"Did you know the #LloydsBankAcademy is full of tips to help you with your employment journey?

To find out where it can take you speak to your JCP Work Coach for more information, or visit https://t.co/ONKzerRNHy 

#DigitalLearning #Leicestershire #Northamptonshire https://t.co/x1vgoUSF6E","Northampton, England, UK",0,0,2021-03-10 12:01:40
397,"Finding and applying for jobs can be tough, but learning how to search and apply for jobs online will make the process much easier and open up more opportunities for you.
Contact us 0161 222 7676 or email nicola.yeates@csin.co.uk
#digitallearning #unemployment #NoOneLeftBehind https://t.co/jbAzPY2Bu4","Victoria Park, M27 4FA",0,0,2021-03-10 11:34:21
398,'#LearningServices: The Rapid Shift to #DigitalLearning'. #NelsonHall’s new market analysis of the #learningservices market by @NikkiE_NH focuses on learning services strategy for 2021 and beyond: https://t.co/hYi2pJUvBM #HR #HRO https://t.co/4A5ArPQKg3,Global,2,2,2021-03-10 11:18:56
399,"Today, #education is one of the largest and steadily growing sectors worldwide.
𝗩𝗶𝘀𝗶𝘁 𝗪𝗲𝗯𝘀𝗶𝘁𝗲: https://t.co/4L2SGojYpL
.
.
#internship #career #elearning #onlinelearning #onlineeducation #OnlineClasses #onlinecourses #easyshiksha #digitallearning https://t.co/503JRK6Utk",India,0,0,2021-03-10 11:11:55
400,"Also back today will be @ChrisNash01 from @DiscoveryEdUk 

#BlendedLearning #DigitalLearning #EdTech https://t.co/dB5u3aDxnr","Stevenage, Hertfordshire, UK",0,4,2021-03-10 11:09:17
401,"For a full schedule, click here ⬇️ 
https://t.co/oLcijUzuAV

There's still time book a place! 

#EduChat #EduTwitter #DigitalLearning https://t.co/IIEz3u5HNc","Stevenage, Hertfordshire, UK",1,3,2021-03-10 11:05:13
402,"Have you heard of the #LloydsBankAcademy ? 

It is full of tips to help you in your employment journey – speak to your JCP Work Coach for more information, or visit https://t.co/tDAdra5DOx 

#DigitalLearning https://t.co/nABtRwZjvp",Gloucestershire,0,0,2021-03-10 11:05:09
403,"Day two of our #TechnologyInSchools Showcase starts shortly. Come join our FREE webinars with 
@GoogleForEdu, @Microsoft, @natterhub, @DiscoveryEdUk, @ArubaEMEA, as well as live sessions with @HertsMaths and @Seesaw later today. 

https://t.co/w8Kb4mOPwJ

#EdTech #DigitalLearning https://t.co/PPIdkME0Ug","Stevenage, Hertfordshire, UK",2,8,2021-03-10 11:01:21
404,"Standards for #DigitalLearning should match the high standards set for schools as a whole. We recently helped @johnwarnersch elevate the digital learning experience to support student &amp; staff potential: https://t.co/Ytn5z6ZDTj
#EduTwitter #BlendedLearning #UKedChat https://t.co/hlEeWopANT",United Kingdom,0,0,2021-03-10 10:27:11
405,"This platform is the one that can help you to handle all your school management works digitally.

For more details,
Visit us @ https://t.co/DBmTtXu9FJ

 #DigiSchool #StayConnected #DigitalLearning  #edtech #futurelearning #teaching #coaching #education #learn #learning https://t.co/9wkJgnLP50",,0,0,2021-03-10 10:06:27
406,“Reimagine the college experience” – A mantra in #highereducation! SAP is proud to help academic institutes build #digitallearning ecosystems that the fast-changing work landscape of tomorrow requires https://t.co/AtL6cyM5mh https://t.co/nj0fY2ay51,Global,0,0,2021-03-10 10:01:07
407,"1 hour until we launch day 2 of our Showcase 😃 Today hear live from @purpleMash @Seesaw our Maths and Languages Advisers
Book FREE👉https://t.co/31DwsypKaL
All content available on demand!
#Edtech #teaching #digitallearning #schools #headteacher https://t.co/Nm7ZCswqUZ","Hertfordshire, UK",2,2,2021-03-10 10:00:11
408,"All too often, we can be lazy in how we see and interpret people of a distant generation from our own. 
So when it comes to online training: how can we bridge the generational divide?

https://t.co/8o6fL9HPJ5

#boomer #genz #inclusion #diversity #digitallearning https://t.co/oPDTyyBCzD","London, EC4A 1BW, UK",0,0,2021-03-10 09:05:04
